 Rod-shell Shape
	71707 = number of dipoles in target
 1.000000 0.000000 0.000000 = A_1 vector
 0.000000 1.000000 0.000000 = A_2 vector
 1.000000 1.000000 1.000000 = (d_x,d_y,d_z)/d
 0.000000 0.000000 0.000000 = (x,y,z)/d
 JA  IX  IY  IZ ICOMP(x,y,z)
	1	-20	-45	-4	1.0	1.0	1.0
	2	-20	-45	-3	1.0	1.0	1.0
	3	-20	-45	-2	1.0	1.0	1.0
	4	-20	-45	-1	1.0	1.0	1.0
	5	-20	-45	0	1.0	1.0	1.0
	6	-20	-45	1	1.0	1.0	1.0
	7	-20	-45	2	1.0	1.0	1.0
	8	-20	-45	3	1.0	1.0	1.0
	9	-20	-45	4	1.0	1.0	1.0
	10	-19	-45	-5	1.0	1.0	1.0
	11	-19	-45	-4	1.0	1.0	1.0
	12	-19	-45	-3	1.0	1.0	1.0
	13	-19	-45	-2	1.0	1.0	1.0
	14	-19	-45	-1	1.0	1.0	1.0
	15	-19	-45	0	1.0	1.0	1.0
	16	-19	-45	1	1.0	1.0	1.0
	17	-19	-45	2	1.0	1.0	1.0
	18	-19	-45	3	1.0	1.0	1.0
	19	-19	-45	4	1.0	1.0	1.0
	20	-19	-45	5	1.0	1.0	1.0
	21	-18	-45	-5	1.0	1.0	1.0
	22	-18	-45	-4	1.0	1.0	1.0
	23	-18	-45	-3	1.0	1.0	1.0
	24	-18	-45	-2	1.0	1.0	1.0
	25	-18	-45	-1	1.0	1.0	1.0
	26	-18	-45	0	1.0	1.0	1.0
	27	-18	-45	1	1.0	1.0	1.0
	28	-18	-45	2	1.0	1.0	1.0
	29	-18	-45	3	1.0	1.0	1.0
	30	-18	-45	4	1.0	1.0	1.0
	31	-18	-45	5	1.0	1.0	1.0
	32	-17	-45	-5	1.0	1.0	1.0
	33	-17	-45	-4	1.0	1.0	1.0
	34	-17	-45	-3	1.0	1.0	1.0
	35	-17	-45	-2	1.0	1.0	1.0
	36	-17	-45	-1	1.0	1.0	1.0
	37	-17	-45	0	1.0	1.0	1.0
	38	-17	-45	1	1.0	1.0	1.0
	39	-17	-45	2	1.0	1.0	1.0
	40	-17	-45	3	1.0	1.0	1.0
	41	-17	-45	4	1.0	1.0	1.0
	42	-17	-45	5	1.0	1.0	1.0
	43	-16	-45	-5	1.0	1.0	1.0
	44	-16	-45	-4	1.0	1.0	1.0
	45	-16	-45	-3	1.0	1.0	1.0
	46	-16	-45	-2	1.0	1.0	1.0
	47	-16	-45	-1	1.0	1.0	1.0
	48	-16	-45	0	1.0	1.0	1.0
	49	-16	-45	1	1.0	1.0	1.0
